country_code,country_display,gho_code,gho_display,region_code,region_display,sex_code,sex_display,world_bank_income_group_display,world_bank_income_group_group_code
CHN,China,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,FMLE,Female,Lower_middle_income,WB_LMI
CHN,China,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,MLE,Male,Lower_middle_income,WB_LMI
COL,Colombia,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
COL,Colombia,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
COL,Colombia,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
COL,Colombia,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
COL,Colombia,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
COL,Colombia,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
COL,Colombia,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
COL,Colombia,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
COM,Comoros,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,NA,NA
COM,Comoros,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,NA,NA
COM,Comoros,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,NA,NA
COM,Comoros,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,Low_income,WB_LI
COM,Comoros,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,Low_income,WB_LI
COM,Comoros,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,Low_income,WB_LI
COM,Comoros,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,BTSX,Both sexes,Low_income,WB_LI
COM,Comoros,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,FMLE,Female,Low_income,WB_LI
COM,Comoros,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,MLE,Male,Low_income,WB_LI
COM,Comoros,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,NA,NA
COM,Comoros,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,NA,NA
COM,Comoros,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,NA,NA
COM,Comoros,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,Low_income,WB_LI
COM,Comoros,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,Low_income,WB_LI
COM,Comoros,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,Low_income,WB_LI
COG,Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,NA,NA
COG,Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,NA,NA
COG,Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,NA,NA
COG,Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,NA,NA
COG,Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,NA,NA
COG,Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,NA,NA
COG,Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
COG,Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
COK,Cook Islands,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,BTSX,Both sexes,NA,NA
COK,Cook Islands,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,FMLE,Female,NA,NA
COK,Cook Islands,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,MLE,Male,NA,NA
COK,Cook Islands,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,BTSX,Both sexes,High_income,WB_HI
COK,Cook Islands,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,FMLE,Female,High_income,WB_HI
COK,Cook Islands,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,MLE,Male,High_income,WB_HI
COK,Cook Islands,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),WPR,Western Pacific,BTSX,Both sexes,High_income,WB_HI
COK,Cook Islands,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),WPR,Western Pacific,FMLE,Female,High_income,WB_HI
COK,Cook Islands,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),WPR,Western Pacific,MLE,Male,High_income,WB_HI
COK,Cook Islands,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,BTSX,Both sexes,NA,NA
COK,Cook Islands,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,FMLE,Female,NA,NA
COK,Cook Islands,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,MLE,Male,NA,NA
COK,Cook Islands,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,BTSX,Both sexes,High_income,WB_HI
COK,Cook Islands,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,FMLE,Female,High_income,WB_HI
COK,Cook Islands,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,MLE,Male,High_income,WB_HI
CRI,Costa Rica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
CRI,Costa Rica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
CRI,Costa Rica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
CRI,Costa Rica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
CRI,Costa Rica,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
CRI,Costa Rica,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
CRI,Costa Rica,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
CRI,Costa Rica,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
CIV,Côte d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,NA,NA
CIV,Côte d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,NA,NA
CIV,Côte d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,NA,NA
CIV,Côte d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,NA,NA
CIV,Côte d'Ivoire,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,NA,NA
CIV,Côte d'Ivoire,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,NA,NA
CIV,Côte d'Ivoire,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
CIV,Côte d'Ivoire,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
HRV,Croatia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
HRV,Croatia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
HRV,Croatia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
HRV,Croatia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
HRV,Croatia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
HRV,Croatia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
HRV,Croatia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
HRV,Croatia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
HRV,Croatia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
HRV,Croatia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
HRV,Croatia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
HRV,Croatia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
HRV,Croatia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
HRV,Croatia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,High_income,WB_HI
HRV,Croatia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,High_income,WB_HI
CUB,Cuba,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
CUB,Cuba,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
CUB,Cuba,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
CUB,Cuba,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
CUB,Cuba,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
CUB,Cuba,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
CUB,Cuba,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
CUB,Cuba,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
CYP,Cyprus,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
CYP,Cyprus,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
CYP,Cyprus,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
CYP,Cyprus,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
CYP,Cyprus,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
CYP,Cyprus,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
CYP,Cyprus,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
CYP,Cyprus,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
CYP,Cyprus,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
CYP,Cyprus,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
CYP,Cyprus,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
CYP,Cyprus,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
CYP,Cyprus,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
CYP,Cyprus,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,High_income,WB_HI
CYP,Cyprus,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
CZE,Czech Republic,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
CZE,Czech Republic,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
CZE,Czech Republic,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
CZE,Czech Republic,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
CZE,Czech Republic,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
CZE,Czech Republic,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,High_income,WB_HI
CZE,Czech Republic,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,High_income,WB_HI
PRK,Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,BTSX,Both sexes,NA,NA
PRK,Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,FMLE,Female,NA,NA
PRK,Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,MLE,Male,NA,NA
PRK,Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,BTSX,Both sexes,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,FMLE,Female,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,MLE,Male,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),SEAR,South_East Asia,BTSX,Both sexes,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),SEAR,South_East Asia,FMLE,Female,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),SEAR,South_East Asia,MLE,Male,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,BTSX,Both sexes,NA,NA
PRK,Democratic People's Republic of Korea,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,FMLE,Female,NA,NA
PRK,Democratic People's Republic of Korea,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,MLE,Male,NA,NA
PRK,Democratic People's Republic of Korea,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,BTSX,Both sexes,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,FMLE,Female,Low_income,WB_LI
PRK,Democratic People's Republic of Korea,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,MLE,Male,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,NA,NA
COD,Democratic Republic of the Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,NA,NA
COD,Democratic Republic of the Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,NA,NA
COD,Democratic Republic of the Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,BTSX,Both sexes,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,FMLE,Female,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,MLE,Male,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,NA,NA
COD,Democratic Republic of the Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,NA,NA
COD,Democratic Republic of the Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,NA,NA
COD,Democratic Republic of the Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,Low_income,WB_LI
COD,Democratic Republic of the Congo,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,Low_income,WB_LI
DNK,Denmark,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
DNK,Denmark,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
DNK,Denmark,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
DNK,Denmark,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
DNK,Denmark,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
DNK,Denmark,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
DNK,Denmark,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
DNK,Denmark,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
DNK,Denmark,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
DNK,Denmark,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
DNK,Denmark,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
DNK,Denmark,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
DNK,Denmark,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
DNK,Denmark,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,High_income,WB_HI
DNK,Denmark,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,High_income,WB_HI
DJI,Djibouti,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,BTSX,Both sexes,NA,NA
DJI,Djibouti,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,FMLE,Female,NA,NA
DJI,Djibouti,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,MLE,Male,NA,NA
DJI,Djibouti,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,BTSX,Both sexes,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,FMLE,Female,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,MLE,Male,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EMR,Eastern Mediterranean,BTSX,Both sexes,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EMR,Eastern Mediterranean,FMLE,Female,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EMR,Eastern Mediterranean,MLE,Male,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,BTSX,Both sexes,NA,NA
DJI,Djibouti,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,FMLE,Female,NA,NA
DJI,Djibouti,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,MLE,Male,NA,NA
DJI,Djibouti,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,BTSX,Both sexes,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,FMLE,Female,Lower_middle_income,WB_LMI
DJI,Djibouti,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,MLE,Male,Lower_middle_income,WB_LMI
DMA,Dominica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
DMA,Dominica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
DMA,Dominica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
DMA,Dominica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
DMA,Dominica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
DMA,Dominica,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
DMA,Dominica,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
DMA,Dominica,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
DMA,Dominica,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
